Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,32.0,32.0,32.0,32.0,114.0,32.0
2000-01-04,11.050100326538086,10.125200271606445,11.050100326538086,10.125200271606445,51825.0,10.125200271606445
2000-01-05,10.806699752807617,10.271200180053711,10.70930004119873,10.806699752807617,268079.0,10.806699752807617
2000-01-06,10.855299949645996,10.612000465393066,10.855299949645996,10.612000465393066,312288.0,10.612000465393066
2000-01-07,2.5,2.5,2.5,2.5,0.0,2.5
2000-01-10,25.0,25.0,25.0,25.0,0.0,25.0
2000-01-11,9.881779670715332,9.687060356140137,9.881779670715332,9.833100318908691,1025876.0,9.833100318908691
2000-01-12,1.0,1.0,1.0,1.0,0.0,1.0
2000-01-13,11.196100234985352,9.930459976196289,9.930459976196289,10.952699661254883,398864.0,10.952699661254883
2000-01-14,11.001399993896484,10.904000282287598,10.904000282287598,10.952699661254883,74211.0,10.952699661254883
2000-01-18,11.098799705505371,10.904000282287598,10.904000282287598,10.904000282287598,57436.0,10.904000282287598
2000-01-19,10.904000282287598,10.660599708557129,10.758000373840332,10.70930004119873,904399.0,10.70930004119873
2000-01-20,10.70930004119873,10.612000465393066,10.70930004119873,10.660599708557129,667505.0,10.660599708557129
2000-01-21,10.612000465393066,10.465900421142578,10.612000465393066,10.514599800109863,484699.0,10.514599800109863
2000-01-24,10.514599800109863,10.319899559020996,10.514599800109863,10.465900421142578,246001.0,10.465900421142578
2000-01-25,10.465900421142578,10.319899559020996,10.417200088500977,10.417200088500977,117636.0,10.417200088500977
2000-01-26,10.465900421142578,10.368599891662598,10.417200088500977,10.417200088500977,176363.0,10.417200088500977
2000-01-27,10.368599891662598,10.22249984741211,10.368599891662598,10.271200180053711,81945.0,10.271200180053711
2000-01-28,10.22249984741211,9.638389587402344,10.22249984741211,9.638389587402344,153126.0,9.638389587402344
2000-01-31,10.22249984741211,9.541029930114746,9.541029930114746,10.22249984741211,748120.0,10.22249984741211
2000-02-01,10.904000282287598,10.319899559020996,10.319899559020996,10.319899559020996,54601.0,10.319899559020996
2000-02-02,11.098799705505371,10.70930004119873,10.758000373840332,10.70930004119873,17019.0,10.70930004119873
2000-02-03,11.196100234985352,10.904000282287598,10.904000282287598,11.196100234985352,52117.0,11.196100234985352
2000-02-04,11.58549976348877,11.196100234985352,11.196100234985352,11.196100234985352,261819.0,11.196100234985352
2000-02-07,11.390800476074219,11.050100326538086,11.293499946594238,11.196100234985352,103506.0,11.196100234985352
2000-02-08,11.293499946594238,11.196100234985352,11.244799613952637,11.293499946594238,43982.0,11.293499946594238
2000-02-09,11.14739990234375,11.001399993896484,11.001399993896484,11.001399993896484,43510.0,11.001399993896484
2000-02-10,11.001399993896484,10.70930004119873,11.001399993896484,11.001399993896484,90799.0,11.001399993896484
